2019-05-04 02:59:28 DEBUG                  App - Приложение запущено
2019-05-04 02:59:28 DEBUG                  App - Создан объект utilities.xmlParcers.DomXmlParser@6e2c634b
2019-05-04 02:59:28 DEBUG                  App - Создан объект utilities.xmlParcers.StaxXmlParser@37a71e93
2019-05-04 02:59:28 INFO  utilities.xmlParcers.DomXmlParser - Парсирование xml документа при помощи DOM
2019-05-04 02:59:28 INFO  utilities.xmlParcers.DomXmlParser - CATALOG
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                3
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $9.37
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                030699
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Болотная Календула
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Caltha palustris
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                4
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части свет
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $6.81
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                051799
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Первоцвет
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Caltha palustris
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                4
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $9.90
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                030699
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Борец Английский
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Dicentra cucullaria
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                3
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $6.44
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                012099
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Дикий Имбирь
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Asarum canadense
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                3
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $9.03
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                041899
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Перелеска
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Hepatica americana
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                4
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $4.45
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                012699
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Печеночница
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Hepatica americana
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                4
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $3.99
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                010299
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Аризема Трехлистная
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Arisaema triphyllum
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                4
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $3.23
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                020199
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Подофил
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Podophyllum peltatum
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                3
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $2.98
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                060599
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Флокс, Лесистая Местность
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Phlox divaricata
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                3
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Свет или тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $2.80
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                012299
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Флокс, Голубой
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Phlox divaricata
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                3
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Свет или тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $5.59
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                021699
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Клейтония
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Claytonia Virginica
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                7
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                По большей части тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $6.59
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                020199
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Триллиум
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Trillium grandiflorum
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                5
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Свет или тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $3.90
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                042999
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Триллиум
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Trillium grandiflorum
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                5
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Свет или тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $3.20
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                022199
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Фиалка, "Пёсий Клык"
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Erythronium americanum
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                4
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Тень
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </LIGHT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                $9.04
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </PRICE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                020199
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </AVAILABILITY>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      </PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -      <PLANT>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Форелевая Лилия
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </COMMON>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                Erythronium americanum
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </BOTANICAL>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           <ZONE>
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -                4
2019-05-04 02:59:28 INFO  utilities.xmlParcers.StaxXmlParser -           </ZONE>
